ID,LESSON,SUBJECT,TITLE,TIMESTAMP,VOLUME,PAGE,DESCRIPTION,BOOK_DESCRIPTION,INVENTOR
789,77-1,X-Ray Eyes and Blindfold Effects,The Blindfold Drive,1:18:04,6,258,"The classic publicity stunt of driving a car while blindfolded, performed live.","This is a blindfold trick where the magician is blindfolded.  A spectator then guides the magician, who is still blindfolded, to a car. The spectator and the magician then go for a drive, and the magician, while still blindfolded, successfully drives the car.",NONE
790,77-1,X-Ray Eyes and Blindfold Effects,The Excelsior Hood Blindfold,1:18:04,6,259,"Learn how to make a black hood that can be examined by the audience, that covers your head completely, yet you can see right through it.","This is a blindfold trick where the magician is blindfolded with a hood.  While blindfolded, the magician can perform various tasks or answer questions.",NONE
791,77-1,X-Ray Eyes and Blindfold Effects,The Velvetine Hood Blindfold,1:49:44,6,260,"A revised method allows you to see even with your eyes completely covered with tape, stuck down tightly on all edges.","This is a blindfold trick where the magician is blindfolded with a hood. While blindfolded, the magician can perform various tasks or answer questions.",NONE
792,77-1,X-Ray Eyes and Blindfold Effects,Test-conditions Drawing Duplication,2:37:03,---,---,Test-conditions Drawing Duplication: Harlan reveals his closely-guarded method that really does give you the super-power to see through opaque objects. You have to see it to believe it.,This is a mind-reading trick where the magician asks a spectator to draw a series of symbols on a slip of paper.  The magician then duplicates the symbols.,NONE
793,78-1,Silk and Rope Presentations,Jimmy Herpick's Single Knot Release,0:00:10,6,266,"A full rope penetration act that plays BIG, using a necktie instead of a silk. You will learn various knot release techniques including: Jimmy Herpick’s Single Knot Release, Lyons’ Handkerchief From Rope, Single Knot Handkerchief Through Rope, The Middleswart Handkerchief Knot, and the Tarbell-rice Dissolvo Handkerchief; As a bonus and kicker ending to the Five Piece Suit, you'll learn how to make the tie re-appear on your neck with Dan's practical, new design. ","This silk trick uses a single knot tied in a rope.  A silk is placed over the knot, and then the knot is visibly pulled right through the silk.",Jimmy Herpick
794,78-1,Silk and Rope Presentations,Lyon's Handkerchief from Rope,0:00:10,6,265,"A full rope penetration act that plays BIG, using a necktie instead of a silk. You will learn various knot release techniques including: Jimmy Herpick’s Single Knot Release, Lyons’ Handkerchief From Rope, Single Knot Handkerchief Through Rope, The Middleswart Handkerchief Knot, and the Tarbell-rice Dissolvo Handkerchief; As a bonus and kicker ending to the Five Piece Suit, you'll learn how to make the tie re-appear on your neck with Dan's practical, new design. ","This silk trick uses a single knot tied in a rope.  A silk is placed over the knot, and then the knot is visibly pulled right through the silk.",NONE
795,78-1,Silk and Rope Presentations,Single Knot Handkerchief through Rope,0:00:10,6,263,"A full rope penetration act that plays BIG, using a necktie instead of a silk. You will learn various knot release techniques including: Jimmy Herpick’s Single Knot Release, Lyons’ Handkerchief From Rope, Single Knot Handkerchief Through Rope, The Middleswart Handkerchief Knot, and the Tarbell-rice Dissolvo Handkerchief; As a bonus and kicker ending to the Five Piece Suit, you'll learn how to make the tie re-appear on your neck with Dan's practical, new design. ","This trick involves a knot tied in a rope and a silk handkerchief. The handkerchief is placed over the knot, and then the knot is visibly pulled right through the silk.",NONE
796,78-1,Silk and Rope Presentations,The Middleswart Handkerchief Knot,0:00:10,6,272,"A full rope penetration act that plays BIG, using a necktie instead of a silk. You will learn various knot release techniques including: Jimmy Herpick’s Single Knot Release, Lyons’ Handkerchief From Rope, Single Knot Handkerchief Through Rope, The Middleswart Handkerchief Knot, and the Tarbell-rice Dissolvo Handkerchief; As a bonus and kicker ending to the Five Piece Suit, you'll learn how to make the tie re-appear on your neck with Dan's practical, new design. ","This rope trick involves a silk handkerchief tied with a knot around a rope.  The center of the handkerchief is then tied with a single knot around the rope. The ends of the handkerchief are then tied together with a square knot. Upon pulling on the handkerchief, it penetrates the rope.",NONE
797,78-1,Silk and Rope Presentations,Tarbell-rice Dissolvo Handkerchief Knot,0:00:10,6,269,"A full rope penetration act that plays BIG, using a necktie instead of a silk. You will learn various knot release techniques including: Jimmy Herpick’s Single Knot Release, Lyons’ Handkerchief From Rope, Single Knot Handkerchief Through Rope, The Middleswart Handkerchief Knot, and the Tarbell-rice Dissolvo Handkerchief; As a bonus and kicker ending to the Five Piece Suit, you'll learn how to make the tie re-appear on your neck with Dan's practical, new design. ","This rope trick involves a silk handkerchief tied with a knot around a rope.  The ends of the handkerchief are then tied together with a square knot. Upon pulling on the handkerchief, it penetrates the rope.",Harlan Tarbell
798,78-1,Silk and Rope Presentations,Tarbell Triple Handkerchief Release,0:30:47,6,275,Three handkerchiefs knotted together are used to perform an opening ceremony that gets your show off to a surprising start.,"This rope trick involves a silk handkerchief tied with a knot around a rope.  The ends of the handkerchief are then tied together with a square knot. Upon pulling on the handkerchief, it penetrates the rope.",Harlan Tarbell
799,78-1,Silk and Rope Presentations,Silk through the Wrist,0:37:14,6,277,You will learn how to pass a silk scarf directly through your arm,"A silk is tied around the performer's wrist with a piece of rope.  The performer then covers the rope and silk with a handkerchief. Upon removing the handkerchief, the silk is shown to be free of the rope.",NONE
800,79-1,Escapes and Substitutions,The Substitution Trunk Mystery,0:00:10,6,280,"Dan shows you the now-standard Substitution Trunk (or Metamorphosis), performed differently.","A large trunk is shown empty.  The magician’s assistant steps inside, and the trunk is closed and locked. A large cloth is then placed in front of the trunk, and a few moments later the assistant is found outside of the trunk. The trunk is opened, and it is shown to be empty.",NONE
801,79-1,Escapes and Substitutions,The Canvas Box Escape,0:24:08,6,287,"Dan transforms the substitution trunk into a modern, urban mystery with an instantaneous, and unexpected, exchange.","A small canvas box is shown empty.  The magician’s assistant steps inside, and the box is closed and locked. A large cloth is then placed in front of the box, and a few moments later the assistant is found outside of the box. The box is opened, and it is shown to be empty.",NONE
802,79-1,Escapes and Substitutions,The Royal Packing Box Escape,0:43:44,6,293,You'll learn how to constuct a coffin escape complete with menacing spikes and a shocking ending.,"The magician's assistant steps into a packing box. The box is closed and locked, and then a large cloth is placed in front of the box. A few moments later, the assistant is found outside of the box. The box is opened, and it is shown to be empty.",NONE
803,79-1,Escapes and Substitutions,Grant's Packing Box Escape,1:26:33,6,296,"Easy to build and perform, this box can be inspected and signed by the whole audience, yet your escape takes only seconds.","The magician's assistant steps into a packing box.  The box is closed and locked. A curtain is drawn, and a moment later the assistant is found outside of the box. The box is opened, and it is shown to be empty.",NONE
804,79-1,Escapes and Substitutions,Tarbell-Grant Packing Box Escape,1:51:12,6,299,This seemingly straight-forward packing crate escape becomes a weird visible penetration effect explaining how the performer melts right through solid walls.,"The magician's assistant steps into a packing box.  The box is closed and locked. A curtain is drawn, and a moment later the assistant is found outside of the box. The box is opened, and it is shown to be empty.The magician's assistant steps into a packing box.  The box is closed and locked. A curtain is drawn, and a moment later the assistant is found outside of the box. The box is opened, and it is shown to be empty.",Harlan Tarbell
805,79-1,Escapes and Substitutions,Fischer-Bamberg Packing Box Escape,2:12:42,6,301,You'll learn the clever secret of an innocent-looking box that still allows you to make a quick escape even though it's securely bound by ropes.,"The magician's assistant steps into a packing box. The box is closed and locked, and then a large cloth is placed in front of the box. A few moments later, the assistant is found outside of the box. The box is opened, and it is shown to be empty.",NONE
806,79-1,Escapes and Substitutions,The Paper Bag Escape,2:51:38,6,306,"An unusual escape, typically done with a paper bag, is updated to a large, clear, heavy-duty, plastic bag.","The magician's assistant steps into a paper bag.  The bag is sealed with tape. A curtain is drawn, and a moment later the assistant is found outside of the bag. The bag is opened, and it is shown to be empty.",NONE
807,79-1,Escapes and Substitutions,The Bonbon Paper Bag Escape,3:09:18,6,307,Dan's modern take on a silly idea becomes a wonderfully stunning showstopper. You'll learn to escape from two trash barrells locked together.,"The magician's assistant steps into a large paper bag. [cite: 308, 309] The bag is sealed with tape. A curtain is drawn, and a moment later the assistant is found outside of the bag. The bag is opened, and it is shown to be empty.",NONE
808,8-1,Ball Tricks,The Cups and Balls,0:00:10,1,157,Impromptu cups and balls routine ending with tennis balls,"Three opaque cups are shown upside down on a table. Three balls are also displayed and placed under the cups. The balls then mysteriously vanish and reappear under the cups, despite the magician never seeming to lift the cups.",NONE
809,8-1,Ball Tricks,The Three Wandering Sponge Balls,0:18:16,1,163,Sponge ball routine utilizing 4 sponge balls (comedy),standard sponge ball routine,NONE
810,8-1,Ball Tricks,The Four Traveling Balls,0:36:11,1,170,Sponge ball routine where 3 balls teleport to under a hat one by one while the spectator is watching the hat.  The finale is a giant load.,sponge ball routine with hat,NONE
811,8-1,Ball Tricks,The Patriotic Paper Balls,0:48:33,1,170,"3 packets of ketchup are placed into spectator 1s paper bag, 3 packets of mustard are placed into spectator 2s paper bag. 3 packets of relish are placed into spectator 3s paper bag. magician snaps. All 3 spectators now have 1 of each condiment.  When magician tears open all bags, giant squeaky hot dog appears.","Three bowls and red, white, and blue balls.",NONE
812,80-1,Spirit Ties and Vest Turning,Gysel's Spirit Tie,0:00:10,6,309,"You'll learn how to be tied to a chair, yet still be able to move your arms freely. This method is used in Harlans updated spirit cabinet routine. You'll see how to make objects move or appear from nowhere with just a brief plunge into darkness","The magician exhibits a large foulard and a cord, with the ends of the cord tied together to form a loop. The magician places the foulard through the cord loop and holds the foulard and cord in front of a spectator. The spectator then ties a knot in the foulard. The magician takes hold of the foulard and visibly pulls it free from the cord.",NONE
813,80-1,Spirit Ties and Vest Turning,The Marvel Wrist Tie,0:38:51,6,312,"A convincing wrist tie that seems impossible to beat, but you can make your escape in mere seconds","The magician has his wrists tied together with a piece of rope.  The magician’s assistant then covers the magician’s hands with a handkerchief. When the handkerchief is removed, the rope is shown to be tied around the magician’s waist.",NONE
814,80-1,Spirit Ties and Vest Turning,The Kellar Rope Tie,0:44:04,6,314,"With your hands securly tied behind your back, you are able to quickly remove your hand from, and replace your hand back in the tie. The infamous Kellar rope tie retains all the mystery of the original with quite a few extra weird moments thrown in.","The magician has his wrists tied together with a piece of rope.  The magician’s assistant then covers the magician’s hands with a cloth. When the cloth is removed, the rope is shown to be tied around the magician’s neck.",NONE
815,80-1,Spirit Ties and Vest Turning,Vest Turning,0:57:37,6,317,Re-imagined as a crazy party stunt where you turn your volunteer's T-shirt inside out while he's securely tied.,"The magician is shown wearing a vest.  The vest is then covered with a large cloth, and a moment later the vest is found to be turned inside out.",NONE
816,81-1,Modern Stage Magic,Fu Manchu's Magic Microphone,0:00:10,6,321,"Youll learn how to make a microphone that can be opened up, shown empty, and then used to produce various small objects. Comes complete with a full smooth jazz routine","A stage microphone is shown and then covered with a red silk.  Upon removing the silk, the microphone has changed into a bouquet of spring flowers.",Fu Manchu
817,81-1,Modern Stage Magic,Chinese Tape through the Neck,0:23:04,6,324,"A convincing penetration through the neck that can be performed with a scarf, ribbon, rope, or tie. Improved with a little twist.","A stage trick  where the magician’s assistant is on stage, and the magician shows a long piece of white tape and wraps it around the assistant’s neck. Upon unwrapping the tape, the assistant is unharmed.",NONE
818,81-1,Modern Stage Magic,Berland's Tray Servante,0:27:57,6,327,"An easy to make utility device that turns any tray into a versatile, secret servante.","A tray, seemingly normal, is shown. It is then covered with a cloth, and upon removing the cloth, a large stack of sandwiches is found on the tray.",NONE
819,81-1,Modern Stage Magic,Judge Wethered's Black Art Tray,0:38:35,6,329,A utility table that allows you to make just about anything appear or vanish without sleight-of-hand. Comes complete with a cups and balls beer pong routine.,"A tray is shown and then covered with a black cloth.  Upon removing the cloth, several articles are found on the tray.",NONE
820,81-1,Modern Stage Magic,The Hindu Turban Mystery,1:02:24,6,334,The classic cut-and-restored rope gets a stage-size upgrade to play to a much bigger crowd.,"This is a stage trick where the magician's assistant, wearing a turban, is on stage. The magician fires a gun, and the assistant's turban is instantly unwound.",NONE
821,81-1,Modern Stage Magic,Don Greenwood's Lighted Cigarette Routine,1:10:46,6,338,A full cigarette manipulation routine with a big ending. You'll learn how to make the craziest smoking jacket you have ever seen.,"This is a cigarette trick that begins with the magician showing a small metal tube.  Upon blowing into the tube, a lit cigarette emerges.",Don Greenwood
822,81-1,Modern Stage Magic,Jack Chanin's Cigarette Routine,1:35:30,6,343,"The cigarettes here are replaced with french fries to have a little fun with some fast food, finally ending up with a fresh vegetable snack.","This is a cigarette trick where the magician’s assistant places a cigarette in the magician’s mouth.  The magician then lights a match, but the match mysteriously extinguishes itself. The magician then snaps his fingers, and the cigarette is shown to be lit.",Jack Chanin
823,81-1,Modern Stage Magic,George Sands' Cigarette Production,1:49:33,6,346,You'll learn all about the challenges of shooting magic underwater as a somewhat standard cigarette routine gets a completely surreal re-working.,"This is a cigarette trick where the magician shows a tin pan and a metal tube.  The magician places the tube in the pan, and a lit cigarette emerges.",George Sands
824,81-1,Modern Stage Magic,Jimmy Herpick's Cigarette Routine,2:12:02,6,351,"The cigarettes here are replaced with crayons to show you how the same techniques work just as well, including the final production of a jumbo sharpie",This is a cigarette trick where the magician produces four lit cigarettes from a cigarette case.,Jimmy Herpick
825,81-1,Modern Stage Magic,"George Sands' ""Phantom"" Cigarette",2:18:12,6,353,You'll learn how to roll an invisible cigarette and make it impossibly appear in front of your audience.,"This is a cigarette trick where the magician lights a cigarette and places it in his left hand.  The magician then closes his hand into a fist, and a moment later the cigarette has vanished.",George Sands
826,81-1,Modern Stage Magic,David Tobias Bamberg's Coin in Ball of Wool,2:28:50,6,355,A signed coin vanishes and ends up inside the center of a ball of yarn.,This is a coin trick where the magician shows a ball of yarn and a coin.  The magician then places the coin in his mouth and gives the ball of yarn to a spectator to hold. The magician then takes the ball of yarn back from the spectator and pulls out the coin from the center of the ball.,David Tobias Bamberg
827,81-1,Modern Stage Magic,David Tobias Bamberg's Ring in Ball of Wool,3:00:23,6,359,A borrowed ring vanishes and ends up inside the center of a ball of yarn.,This is a ring trick where the magician shows a ball of yarn and a ring. The magician then has a spectator select a card from a deck of cards. The magician then places the ring in his mouth and gives the ball of yarn to another spectator to hold. The magician then takes the ball of yarn back from the spectator and pulls out the ring from the center of the ball. The magician then reveals that the card that the spectator selected earlier matches the box that the ball of yarn came in.,David Tobias Bamberg
828,81-1,Modern Stage Magic,Ed Reno's Knife through the Arm,3:07:48,6,362,You will learn how to plunge a pair of scissors right through your palm.,"This is a stage trick where the magician has a spectator come up on stage and place their arm through a hole in a board.  The magician then takes a large knife and seemingly penetrates the spectator’s arm with the knife. Upon removing the knife, the spectator’s arm is unharmed.",Ed Reno
829,82-1,Stage Productions,UF Grant's Carton Production,0:00:10,6,367,"You will learn how to make an innocent-looking cardboard box that can be shown completely empty, yet allows you to produce just about anything you want.","The magician shows a square box to be empty. [cite: 367, 368, 369] The magician then reaches into the box and produces a bottle of champagne and several glasses.",UF Grant
830,82-1,Stage Productions,The Square and Circle Production,0:13:59,6,372,"Two routines using the versatile Square and Circle production box. Produce anything you want on stage. When you really want to go big on a budget, you can't do much better than this.","The magician shows a box with a hole in the top and another hole in the side.  The magician places his arm through the hole in the side of the box, and then reaches into the box through the hole in the top. Upon removing his hand, a production is made.",NONE
831,82-1,Stage Productions,Vincent Malmstrom's Organ Pipe Routine,0:39:58,6,379,Three tubes are shown empty yet produce a bountiful banquet of food and beverages sure to impress all your guests.,"This is a production routine that uses four brightly colored organ pipes.  The magician and assistant show the organ pipes, which are then placed behind a screen. Upon removing the screen, the four organ pipes have become a variety of other objects.",Vincent Malmstrom
832,82-1,Stage Productions,The Doll House Illusion,1:24:49,6,393,A brand new design for the infamous Doll House illusion allowing the entire interior to be displayed.,"This is a stage illusion where a large doll house is shown on stage with a spectator inside.  The doll house has open windows and a door. A curtain is drawn in front of the doll house, and a moment later the spectator has vanished.",NONE
833,82-1,Stage Productions,Christopher's Slot Machine Illusion,2:00:06,6,399,Produce a Las Vegas Showgirl from an antique slot machine.,"This is a stage illusion where a slot machine is shown on stage.  Three spectators select three different numbers, and the magician’s assistant enters the slot machine. The magician then pulls the lever, and the slot machine displays the three numbers that were selected.",NONE
834,83-1,Magic as Theater,Thesis,0:00:10,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,"The thesis in ""Magic as Theatre"" is that magic, like any good theatre, should be presented in a way that engages the audience and evokes a sense of wonder, not merely as a display of skill or cleverness.  This involves using clear, evocative language, a calm and sincere demeanor, and a focus on the dramatic elements of the performance to create a more immersive and impactful experience for the audience.  The goal is to make the audience feel like they are experiencing something truly magical, rather than simply witnessing a clever trick.",NONE
835,83-1,Magic as Theater,Aristotle,0:02:47,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
836,83-1,Magic as Theater,Elements of Theater,0:06:10,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
837,83-1,Magic as Theater,Samuel Taylor Coleridge,0:06:37,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
838,83-1,Magic as Theater,The Set,0:09:22,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
839,83-1,Magic as Theater,Procenium Stage,0:10:37,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
840,83-1,Magic as Theater,Arena Stage,0:12:44,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
841,83-1,Magic as Theater,Thrust Stage,0:14:13,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
842,83-1,Magic as Theater,Traverse Stage,0:15:00,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
843,83-1,Magic as Theater,Blackbox Theater and Other Venues,0:16:03,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
844,83-1,Magic as Theater,Tables,0:19:38,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
845,83-1,Magic as Theater,Stage Directions,0:20:31,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
846,83-1,Magic as Theater,Props,0:23:55,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
847,83-1,Magic as Theater,Costumes,0:33:21,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
848,83-1,Magic as Theater,Lighting,0:43:22,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
849,83-1,Magic as Theater,Animate,1:02:35,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
850,83-1,Magic as Theater,Stanislawski Method,1:02:53,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
851,83-1,Magic as Theater,Audience,1:11:37,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
852,83-1,Magic as Theater,Animals,1:18:37,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
853,83-1,Magic as Theater,Sound,1:21:28,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
854,83-1,Magic as Theater,Conceptual,1:36:47,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
855,83-1,Magic as Theater,Script,1:54:44,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
856,83-1,Magic as Theater,The Six Functions of Dialogue,1:58:04,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
857,83-1,Magic as Theater,Practice and Rehersal,2:00:51,6,403,Elements of Theater- Stage Types- Stage Directions- Props- Costumes- Lighting- The Stanislawski Method- Scripting- The Six Functions of Dialogue- Practice and Rehearsal,Not in Book,NONE
858,84-1,More Mental Magic,The Telepathic Pillboxes,0:00:10,7,21,A simple choice of one of three cartoon characters decorating three nesting boxes and you're able to reveal you knew which one someone would choose.,"The magician displays two pillboxes, one containing a white pill and the other containing a black pill. A spectator is asked to choose one of the pills and place it in their hand. The magician then divines the color of the pill.",NONE
859,84-1,More Mental Magic,Pavel's Predicta-Rope,0:10:37,7,24,Your helper passes a psychic test by tying three ropes together in any order. The ropes are then proven to match your prediction,"The magician displays a length of rope and has it examined by the audience. The rope is then cut into three pieces. The magician then ties the three pieces together, and the rope is restored.",NONE
860,84-1,More Mental Magic,Bergson's Non-Center Tear,0:18:00,7,26,"A simple, innocent-looking substitute for a center tear or fancy peek device giving you total access to hidden information.","The magician writes a prediction on a piece of paper, which is then folded and placed aside. A spectator is asked to select a page from a book and concentrate on a word on that page. The magician then tears a page from the same book and writes something on it. The magician's writing is shown to match the spectator's selected word.",NONE
861,84-1,More Mental Magic,Spirit Transposition,0:29:53,7,29,"You will learn to gain access to hidden information, not just mentally, but physically as well, without any gimmicks or extraneous devices.",Two handkerchiefs are tied together and then mysteriously transpose places.,NONE
862,84-1,More Mental Magic,Overdrawn,0:46:47,7,31,A fun routine where you can always tell how many cookies somebody has removed from the cookie jar.,A mind-reading trick where the magician correctly predicts the amount of money that will be in a spectator's possession.,NONE
863,84-1,More Mental Magic,Louis Philip's Calcutta,1:11:35,7,32,You will learn how to reveal any city chosen from a large selection.,"The magician is shown wearing a vest. The vest is then covered with a large cloth, and a moment later the vest is found to be turned inside out.",Louis Philip
864,84-1,More Mental Magic,Addition Prediction,1:29:35,7,34,"Using UNO cards, you predict the sum of a 5 player game.","The magician writes a prediction on a piece of paper, which is then folded and placed aside. A spectator is asked to select a page from a book and concentrate on a word on that page. The magician then tears a page from the same book and writes something on it. The magician's writing is shown to match the spectator's selected word.",NONE
865,84-1,More Mental Magic,Ed Schuman's Sightless Sight,1:56:39,7,37,"A little-known and under-used principle, you'll learn to find hidden treasure written on a card, and reveal it without looking.","This is a type of mind-reading trick where the magician, while blindfolded, can determine the color of a playing card, the time on a watch, and the value of a bill.",Ed Schuman
866,84-1,More Mental Magic,Ken Beale's Triple ESP Prediction,2:14:20,7,40,"Three alphabet cards, chosen by a random number, spell a word... and you reveal the physical manifestation of that word.","In this mentalist trick, three spectators are each given a card and a small board.  They are asked to draw an ESP symbol on the card. The magician then makes a prediction on a large board, and the prediction matches one of the spectator's symbols.",Ken Beale
867,84-1,More Mental Magic,You Read my Mind,2:26:43,7,44,Your helpers somehow name the face-up suit among four cards hidden in an envelope.,This is a mind-reading trick where the magician correctly predicts a word that a spectator is thinking of.,NONE
868,84-1,More Mental Magic,Ken Krenzel's Never Say Die,2:43:59,7,48,A die (rolled randomly) matches the number in another person's mind.,"This is a stage trick where the magician has his wrists tied together with a piece of rope.  The magician’s assistant then covers the magician’s hands with a cloth. When the cloth is removed, the rope is shown to be tied around the magician’s neck.",Ken Krenzel
869,84-1,More Mental Magic,Mento-Pen,2:54:25,7,52,A sneaky technique combined with a bit of flair allows you to know what snack someone will choose to have in her lunchbag.,"A small, folded piece of paper is shown and then placed in a glass.  A fountain pen is also shown. The pen is then placed in the glass, and the glass is covered with a handkerchief. Upon removing the handkerchief, the paper is found to be unfolded.",NONE
870,84-1,More Mental Magic,A Spectator Reads a Mind,3:14:32,7,55,You can give someone the power to see a thought-of card in a borrowed ring.,"A spectator writes a message on a piece of paper, which is then folded and placed aside. The spectator then concentrates on the message, and the magician reveals the message.",NONE
871,84-1,More Mental Magic,The Antique Medallion,3:22:46,7,58,A spectator names an imaginary animal. That name is then found engraved on the collar of a stuffed animal.,"This is a medallion effect where a gold medallion with a red ribbon attached is placed in a small box.  The magician then covers the box with a foulard, and a moment later the medallion is found to be outside of the box, with the ribbon tied in a knot.",NONE
872,84-1,More Mental Magic,Classified Ad Prediction,3:42:21,7,60,"Predict the exact make, model, and year of a randomly predicted used car.","In this mentalist trick, the magician writes a prediction on a slip of paper.  A spectator is asked to choose a classified ad from a newspaper. The magician then asks the spectator to select more words from the classified section to make a message. The message matches the magician’s prediction.",NONE
873,84-1,More Mental Magic,Max Lister's Easy Message Reading,3:57:28,7,62,A clever method that allows you to actually read a message truly sealed in an envelope and destroyed by fire.,"In this mentalist trick, the magician displays a large board with 100 different words on it.  The magician then writes a prediction on a slip of paper, which is placed in an envelope. A spectator is asked to select a word from the board, and then select more words to make a message. The message matches the magician’s prediction.",Max Lister
874,85-1,Card Magic Vol 1,Fred Lowe's Card in Glass,0:00:10,7,64,Reveal a chosen card by having it appear inside a mason jar while covered by a handkerchief.,"A card is selected, returned to the deck, and the deck is shuffled. The magician then throws the cards into a glass. All of the cards miss the glass and fall on the floor except for the selected card, which lands in the glass.",Fred Lowe
875,85-1,Card Magic Vol 1,Audley Walsh's Three Card Monte,0:09:17,7,67,A handy little convincer you can add to any three card monte routine allowing you to mark the money card yet still get away with the swindle.,"Three cards are shown, and a spectator is asked to follow one of the cards. The cards are then turned over, and the spectator is unable to identify the chosen card.",Audley Walsh
876,85-1,Card Magic Vol 1,Barry Stevenson's Card in Wallet,0:21:41,7,70,A selected card appears in a previously examined empty envelope held by the spectator.,"A card is selected, returned to the deck, and the deck is shuffled. The magician then places the deck in his pocket. A spectator is asked to name their card, and the magician reaches into his pocket and removes the selected card from his wallet.",Barry Stevenson
877,85-1,Card Magic Vol 1,Bob Gunther's Repeat Card to Wallet,0:36:32,7,73,"A no-palm card to wallet, instantly repeatable with no reset.","A card is selected, returned to the deck, and the deck is shuffled. The magician then places the deck in his pocket. A spectator is asked to name their card, and the magician reaches into his pocket and removes the selected card from his wallet. The magician then repeats the trick, with the same card being selected and found in the wallet.",Bob Gunther
878,85-1,Card Magic Vol 1,Eric Peterson's Card Prediction,0:43:18,7,76,A stand-up piece where your helper magically matches three hidden cards in increasingly impossible ways.,The magician correctly predicts three cards selected by a spectator.,Eric Peterson
879,85-1,Card Magic Vol 1,Mel Jones' Shower of Cards,1:01:16,7,79,You'll learn how to catch a chosen card out of a flutter of falling cards using two different methods.,"The magician throws a deck of cards into the air, and a spectator is able to catch a chosen card out of the shower of falling cards.",Mel Jones
